total_iter,weights_sum_best,is_sat_clauses_best,weights_sum_curr,is_sat_clauses_curr,opt,rel_err_weights_best,rel_err_weights_curr,rel_err_clauses_best,rel_err_clauses_curr
0,5364,63,5364,63,9133,0.4126792948647761,0.4126792948647761,0.11267605633802817,0.11267605633802817
1,5364,63,5364,63,9133,0.4126792948647761,0.4126792948647761,0.11267605633802817,0.11267605633802817
2,5364,63,5300,58,9133,0.4126792948647761,0.4196868498850323,0.11267605633802817,0.18309859154929578
3,5364,63,5300,58,9133,0.4126792948647761,0.4196868498850323,0.11267605633802817,0.18309859154929578
4,5364,63,5300,58,9133,0.4126792948647761,0.4196868498850323,0.11267605633802817,0.18309859154929578
5,5364,63,5606,59,9133,0.4126792948647761,0.3861819774444323,0.11267605633802817,0.16901408450704225
6,5364,63,5606,59,9133,0.4126792948647761,0.3861819774444323,0.11267605633802817,0.16901408450704225
7,5364,63,4743,60,9133,0.4126792948647761,0.48067447717069967,0.11267605633802817,0.15492957746478872
8,5364,63,5331,62,9133,0.4126792948647761,0.4162925654220957,0.11267605633802817,0.1267605633802817
9,5923,65,5923,65,9133,0.3514726814847257,0.3514726814847257,0.08450704225352113,0.08450704225352113
10,6095,67,6095,67,9133,0.33263987736778716,0.33263987736778716,0.056338028169014086,0.056338028169014086
11,6095,67,5923,65,9133,0.33263987736778716,0.3514726814847257,0.056338028169014086,0.08450704225352113
12,6095,67,6243,65,9133,0.33263987736778716,0.3164349063834446,0.056338028169014086,0.08450704225352113
13,6095,67,6243,65,9133,0.33263987736778716,0.3164349063834446,0.056338028169014086,0.08450704225352113
14,6095,67,6243,65,9133,0.33263987736778716,0.3164349063834446,0.056338028169014086,0.08450704225352113
15,6095,67,5937,64,9133,0.33263987736778716,0.3499397788240447,0.056338028169014086,0.09859154929577464
16,6095,67,5937,64,9133,0.33263987736778716,0.3499397788240447,0.056338028169014086,0.09859154929577464
17,6095,67,5937,64,9133,0.33263987736778716,0.3499397788240447,0.056338028169014086,0.09859154929577464
18,6095,67,6109,66,9133,0.33263987736778716,0.3311069747071061,0.056338028169014086,0.07042253521126761
19,6095,67,6042,64,9133,0.33263987736778716,0.3384430088689368,0.056338028169014086,0.09859154929577464
20,6095,67,6042,64,9133,0.33263987736778716,0.3384430088689368,0.056338028169014086,0.09859154929577464
21,6095,67,6106,66,9133,0.33263987736778716,0.3314354538486806,0.056338028169014086,0.07042253521126761
22,6095,67,5210,67,9133,0.33263987736778716,0.4295412241322676,0.056338028169014086,0.056338028169014086
23,6095,67,6006,67,9133,0.33263987736778716,0.34238475856783096,0.056338028169014086,0.056338028169014086
24,6095,67,6006,67,9133,0.33263987736778716,0.34238475856783096,0.056338028169014086,0.056338028169014086
25,6095,67,6006,67,9133,0.33263987736778716,0.34238475856783096,0.056338028169014086,0.056338028169014086
26,6095,67,6006,67,9133,0.33263987736778716,0.34238475856783096,0.056338028169014086,0.056338028169014086
27,6095,67,6006,67,9133,0.33263987736778716,0.34238475856783096,0.056338028169014086,0.056338028169014086
28,5418,68,5418,68,9133,0.40676667031643493,0.40676667031643493,0.04225352112676056,0.04225352112676056
29,6314,68,6314,68,9133,0.3086609000328479,0.3086609000328479,0.04225352112676056,0.04225352112676056
30,6314,68,6314,68,9133,0.3086609000328479,0.3086609000328479,0.04225352112676056,0.04225352112676056
31,6314,68,5722,67,9133,0.3086609000328479,0.3734807839702179,0.04225352112676056,0.056338028169014086
32,6314,68,5722,67,9133,0.3086609000328479,0.3734807839702179,0.04225352112676056,0.056338028169014086
33,6314,68,5722,67,9133,0.3086609000328479,0.3734807839702179,0.04225352112676056,0.056338028169014086
34,6314,68,5733,68,9133,0.3086609000328479,0.37227636045111134,0.04225352112676056,0.04225352112676056
35,6314,68,5178,68,9133,0.3086609000328479,0.43304500164239573,0.04225352112676056,0.04225352112676056
36,6314,68,5178,68,9133,0.3086609000328479,0.43304500164239573,0.04225352112676056,0.04225352112676056
37,6314,68,5114,62,9133,0.3086609000328479,0.4400525566626519,0.04225352112676056,0.1267605633802817
38,6314,68,5833,63,9133,0.3086609000328479,0.361327055731961,0.04225352112676056,0.11267605633802817
39,6314,68,5833,63,9133,0.3086609000328479,0.361327055731961,0.04225352112676056,0.11267605633802817
40,6314,68,5532,63,9133,0.3086609000328479,0.3942844629366035,0.04225352112676056,0.11267605633802817
41,6314,68,5833,63,9133,0.3086609000328479,0.361327055731961,0.04225352112676056,0.11267605633802817
42,6314,68,6139,65,9133,0.3086609000328479,0.327822183291361,0.04225352112676056,0.08450704225352113
43,6314,68,6139,65,9133,0.3086609000328479,0.327822183291361,0.04225352112676056,0.08450704225352113
44,6314,68,5610,64,9133,0.3086609000328479,0.38574400525566627,0.04225352112676056,0.09859154929577464
45,6314,68,6423,63,9133,0.3086609000328479,0.29672615788897405,0.04225352112676056,0.11267605633802817
46,6314,68,6122,63,9133,0.3086609000328479,0.32968356509361657,0.04225352112676056,0.11267605633802817
47,6314,68,6189,63,9133,0.3086609000328479,0.3223475309317858,0.04225352112676056,0.11267605633802817
48,6314,68,6253,67,9133,0.3086609000328479,0.3153399759115296,0.04225352112676056,0.056338028169014086
49,6314,68,6189,63,9133,0.3086609000328479,0.3223475309317858,0.04225352112676056,0.11267605633802817
50,6314,68,6017,61,9133,0.3086609000328479,0.3411803350487244,0.04225352112676056,0.14084507042253522
