3000 3000 319 320
1063 3000 320 320
3000 3000 316 320
1062 3000 320 320
3000 3000 317 320
1213 3000 320 320
541 3000 320 320
1318 3000 320 320
3000 3000 319 320
558 3000 320 320
3000 3000 319 320
3000 3000 319 320
1087 3000 320 320
1252 3000 320 320
2168 3000 320 320
3000 3000 312 320
1345 3000 320 320
3000 3000 319 320
120 3000 320 320
224 3000 320 320
2632 3000 320 320
1753 3000 320 320
3000 3000 318 320
3000 3000 318 320
3000 3000 319 320
3000 3000 318 320
2056 3000 320 320
274 3000 320 320
249 3000 320 320
3000 3000 316 320
3000 3000 318 320
3000 3000 317 320
1828 3000 320 320
3000 3000 317 320
753 3000 320 320
3000 3000 319 320
3000 3000 319 320
3000 3000 317 320
324 3000 320 320
3000 3000 319 320
3000 3000 318 320
3000 3000 319 320
3000 3000 314 320
2136 3000 320 320
3000 3000 318 320
3000 3000 314 320
307 3000 320 320
949 3000 320 320
1691 3000 320 320
3000 3000 316 320
826 3000 320 320
3000 3000 319 320
3000 3000 319 320
3000 3000 316 320
3000 3000 318 320
3000 3000 318 320
95 3000 320 320
3000 3000 319 320
3000 3000 315 320
3000 3000 314 320
471 3000 320 320
984 3000 320 320
3000 3000 318 320
1932 3000 320 320
3000 3000 313 320
3000 3000 315 320
3000 3000 319 320
3000 3000 307 320
3000 3000 319 320
617 3000 320 320
2303 3000 320 320
3000 3000 319 320
299 3000 320 320
3000 3000 316 320
3000 3000 319 320
2561 3000 320 320
3000 3000 319 320
169 3000 320 320
3000 3000 319 320
985 3000 320 320
3000 3000 317 320
382 3000 320 320
3000 3000 316 320
3000 3000 314 320
3000 3000 317 320
1367 3000 320 320
2725 3000 320 320
3000 3000 316 320
3000 3000 319 320
3000 3000 318 320
3000 3000 319 320
3000 3000 318 320
3000 3000 319 320
437 3000 320 320
2870 3000 320 320
3000 3000 315 320
785 3000 320 320
223 3000 320 320
3000 3000 318 320
3000 3000 319 320
169 3000 320 320
3000 3000 317 320
1010 3000 320 320
3000 3000 319 320
393 3000 320 320
757 3000 320 320
217 3000 320 320
3000 3000 319 320
3000 3000 317 320
1843 3000 320 320
313 3000 320 320
3000 3000 313 320
150 3000 320 320
150 3000 320 320
185 3000 320 320
3000 3000 319 320
3000 3000 314 320
1164 3000 320 320
3000 3000 314 320
3000 3000 318 320
2955 3000 320 320
3000 3000 319 320
3000 3000 318 320
3000 3000 319 320
3000 3000 311 320
3000 3000 319 320
3000 3000 316 320
3000 3000 317 320
3000 3000 317 320
3000 3000 318 320
620 3000 320 320
3000 3000 318 320
3000 3000 318 320
3000 3000 319 320
3000 3000 319 320
3000 3000 319 320
3000 3000 318 320
3000 3000 316 320
1984 3000 320 320
303 3000 320 320
3000 3000 313 320
2800 3000 320 320
3000 3000 318 320
142 3000 320 320
1441 3000 320 320
3000 3000 317 320
3000 3000 319 320
382 3000 320 320
1773 3000 320 320
3000 3000 313 320
3000 3000 318 320
3000 3000 318 320
221 3000 320 320
1065 3000 320 320
1015 3000 320 320
3000 3000 318 320
187 3000 320 320
3000 3000 317 320
457 3000 320 320
3000 3000 317 320
3000 3000 317 320
3000 3000 319 320
3000 3000 318 320
3000 3000 316 320
3000 3000 319 320
169 3000 320 320
894 3000 320 320
3000 3000 318 320
