total_iter,weights_sum,is_sat_clauses
1862,15483,71
1863,15483,71
1864,15483,71
1865,15483,71
1866,15483,71
1867,15483,71
1868,15483,71
1869,15483,71
1870,15483,71
1871,15483,71
1872,15483,71
1873,15483,71
1874,15483,71
1875,15483,71
1876,15483,71
1877,15483,71
1878,15483,71
1879,15483,71
1880,15483,71
1881,15483,71
1882,15483,71
1883,15483,71
1884,15483,71
1885,15483,71
1886,15483,71
1887,15483,71
1888,15483,71
1889,15483,71
1890,15483,71
1891,15483,71
1892,15483,71
1893,15483,71
1894,15483,71
1895,15483,71
1896,15483,71
1897,15483,71
1898,15483,71
1899,15483,71
1900,15483,71
1901,15483,71
1902,15483,71
1903,15483,71
1904,15483,71
1905,15483,71
1906,15483,71
1907,15483,71
1908,15483,71
1909,15483,71
1910,15483,71
1911,15483,71
1912,15483,71
1913,15483,71
1914,15483,71
1915,15483,71
1916,15483,71
1917,15483,71
1918,15483,71
1919,15483,71
1920,15483,71
1921,15483,71
1922,15483,71
1923,15483,71
1924,15483,71
1925,15483,71
1926,15483,71
1927,15483,71
1928,15483,71
1929,15483,71
1930,15483,71
1931,15483,71
1932,15483,71
1933,15483,71
1934,15483,71
1935,15483,71
1936,15483,71
1937,15483,71
1938,15483,71
1939,15483,71
1940,15483,71
1941,15483,71
1942,15483,71
1943,15483,71
1944,15483,71
1945,15483,71
1946,15483,71
1947,15483,71
1948,15483,71
1949,15483,71
1950,15483,71
1951,15483,71
1952,15483,71
1953,15483,71
1954,15483,71
1955,15483,71
1956,15483,71
1957,15483,71
1958,15483,71
1959,15483,71
1960,15483,71
1961,15483,71
1962,15483,71
1963,15483,71
1964,15483,71
1965,15483,71
1966,15483,71
1967,15483,71
1968,15483,71
1969,15483,71
1970,15483,71
1971,15483,71
1972,15483,71
1973,15483,71
1974,15483,71
1975,15483,71
1976,15483,71
1977,15483,71
1978,15483,71
1979,15483,71
1980,15483,71
1981,15483,71
1982,15483,71
1983,15483,71
1984,15483,71
1985,15483,71
1986,15483,71
1987,15483,71
1988,15483,71
1989,15483,71
1990,15483,71
1991,15483,71
1992,15483,71
1993,15483,71
1994,15483,71
1995,15483,71
1996,15483,71
1997,15483,71
1998,15483,71
1999,15483,71
2000,15483,71
2001,15483,71
2002,15483,71
2003,15483,71
2004,15483,71
2005,15483,71
2006,15483,71
2007,15483,71
2008,15483,71
2009,15483,71
2010,15483,71
2011,15483,71
2012,15483,71
2013,15483,71
2014,15483,71
2015,15483,71
2016,15483,71
2017,15483,71
2018,15483,71
2019,15483,71
2020,15483,71
2021,15483,71
2022,15483,71
2023,15483,71
2024,15483,71
2025,15483,71
2026,15483,71
2027,15483,71
2028,15483,71
2029,15483,71
2030,15483,71
2031,15483,71
2032,15483,71
2033,15483,71
2034,15483,71
2035,15483,71
2036,15483,71
2037,15483,71
2038,15483,71
2039,15483,71
2040,15483,71
2041,15483,71
2042,15483,71
2043,15483,71
2044,15483,71
2045,15483,71
2046,15483,71
2047,15483,71
2048,15483,71
2049,15483,71
2050,15483,71
2051,15483,71
2052,15483,71
2053,15483,71
2054,15483,71
2055,15483,71
2056,15483,71
2057,15483,71
2058,15483,71
2059,15483,71
2060,15483,71
2061,15483,71
2062,15483,71
2063,15483,71
2064,15483,71
2065,15483,71
2066,15483,71
2067,15483,71
2068,15483,71
2069,15483,71
2070,15483,71
2071,15483,71
2072,15483,71
2073,15483,71
2074,15483,71
2075,15483,71
2076,15483,71
2077,15483,71
2078,15483,71
2079,15483,71
2080,15483,71
2081,15483,71
2082,15483,71
2083,15483,71
2084,15483,71
2085,15483,71
2086,15483,71
2087,15483,71
2088,15483,71
2089,15483,71
2090,15483,71
2091,15483,71
2092,15483,71
2093,15483,71
2094,15483,71
2095,15483,71
2096,15483,71
2097,15483,71
2098,15483,71
2099,15483,71
2100,15483,71
2101,15483,71
2102,15483,71
2103,15483,71
2104,15483,71
2105,15483,71
2106,15483,71
2107,15483,71
2108,15483,71
2109,15483,71
2110,15483,71
2111,15483,71
2112,15483,71
2113,15483,71
2114,15483,71
2115,15483,71
2116,15483,71
2117,15483,71
2118,15483,71
2119,15483,71
2120,15483,71
2121,15483,71
2122,15483,71
2123,15483,71
2124,15483,71
2125,15483,71
2126,15483,71
2127,15483,71
2128,15483,71
2129,15483,71
2130,15483,71
2131,15483,71
2132,15483,71
2133,15483,71
2134,15483,71
2135,15483,71
2136,15483,71
2137,15483,71
2138,15483,71
2139,15483,71
2140,15483,71
2141,15483,71
2142,15483,71
2143,15483,71
2144,15483,71
2145,15483,71
2146,15483,71
2147,15483,71
2148,15483,71
2149,15483,71
2150,15483,71
2151,15483,71
2152,15483,71
2153,15483,71
2154,15483,71
2155,15483,71
2156,15483,71
2157,15483,71
2158,15483,71
2159,15483,71
2160,15483,71
2161,15483,71
2162,15483,71
2163,15483,71
2164,15483,71
2165,15483,71
2166,15483,71
2167,15483,71
2168,15483,71
2169,15483,71
2170,15483,71
2171,15483,71
2172,15483,71
2173,15483,71
2174,15483,71
2175,15483,71
2176,15483,71
2177,15483,71
2178,15483,71
2179,15483,71
2180,15483,71
2181,15483,71
2182,15483,71
2183,15483,71
2184,15483,71
2185,15483,71
2186,15483,71
2187,15483,71
2188,15483,71
2189,15483,71
2190,15483,71
2191,15483,71
2192,15483,71
2193,15483,71
2194,15483,71
2195,15483,71
2196,15483,71
2197,15483,71
2198,15483,71
2199,15483,71
2200,15483,71
2201,15483,71
2202,15483,71
2203,15483,71
2204,15483,71
2205,15483,71
2206,15483,71
2207,15483,71
2208,15483,71
2209,15483,71
2210,15483,71
2211,15483,71
2212,15483,71
2213,15483,71
2214,15483,71
2215,15483,71
2216,15483,71
2217,15483,71
2218,15483,71
2219,15483,71
2220,15483,71
2221,15483,71
2222,15483,71
2223,15483,71
2224,15483,71
2225,15483,71
2226,15483,71
2227,15483,71
2228,15483,71
2229,15483,71
2230,15483,71
2231,15483,71
2232,15483,71
2233,15483,71
2234,15483,71
2235,15483,71
2236,15483,71
2237,15483,71
2238,15483,71
2239,15483,71
2240,15483,71
2241,15483,71
2242,15483,71
2243,15483,71
2244,15483,71
2245,15483,71
2246,15483,71
2247,15483,71
2248,15483,71
2249,15483,71
2250,15483,71
2251,15483,71
2252,15483,71
2253,15483,71
2254,15483,71
2255,15483,71
2256,15483,71
2257,15483,71
2258,15483,71
2259,15483,71
2260,15483,71
2261,15483,71
2262,15483,71
2263,15483,71
2264,15483,71
2265,15483,71
2266,15483,71
2267,15483,71
2268,15483,71
2269,15483,71
2270,15483,71
2271,15483,71
2272,15483,71
2273,15483,71
2274,15483,71
2275,15483,71
2276,15483,71
2277,15483,71
2278,15483,71
2279,15483,71
2280,15483,71
2281,15483,71
2282,15483,71
2283,15483,71
2284,15483,71
2285,15483,71
2286,15483,71
2287,15483,71
2288,15483,71
2289,15483,71
2290,15483,71
2291,15483,71
2292,15483,71
2293,15483,71
2294,15483,71
2295,15483,71
2296,15483,71
2297,15483,71
2298,15483,71
2299,15483,71
2300,15483,71
2301,15483,71
2302,15483,71
2303,15483,71
2304,15483,71
2305,15483,71
2306,15483,71
2307,15483,71
2308,15483,71
2309,15483,71
2310,15483,71
2311,15483,71
2312,15483,71
2313,15483,71
2314,15483,71
2315,15483,71
2316,15483,71
2317,15483,71
2318,15483,71
2319,15483,71
2320,15483,71
2321,15483,71
2322,15483,71
2323,15483,71
2324,15483,71
2325,15483,71
2326,15483,71
2327,15483,71
2328,15483,71
2329,15483,71
2330,15483,71
2331,15483,71
2332,15483,71
2333,15483,71
2334,15483,71
2335,15483,71
2336,15483,71
2337,15483,71
2338,15483,71
2339,15483,71
2340,15483,71
2341,15483,71
2342,15483,71
2343,15483,71
2344,15483,71
2345,15483,71
2346,15483,71
2347,15483,71
2348,15483,71
2349,15483,71
2350,15483,71
2351,15483,71
2352,15483,71
2353,15483,71
2354,15483,71
2355,15483,71
2356,15483,71
2357,15483,71
2358,15483,71
2359,15483,71
2360,15483,71
2361,15483,71
2362,15483,71
2363,15483,71
2364,15483,71
2365,15483,71
2366,15483,71
2367,15483,71
2368,15483,71
2369,15483,71
2370,15483,71
2371,15483,71
2372,15483,71
2373,15483,71
2374,15483,71
2375,15483,71
2376,15483,71
2377,15483,71
2378,15483,71
2379,15483,71
2380,15483,71
2381,15483,71
2382,15483,71
2383,15483,71
2384,15483,71
2385,15483,71
2386,15483,71
2387,15483,71
2388,15483,71
2389,15483,71
2390,15483,71
2391,15483,71
2392,15483,71
2393,15483,71
2394,15483,71
2395,15483,71
2396,15483,71
2397,15483,71
2398,15483,71
2399,15483,71
2400,15483,71
2401,15483,71
2402,15483,71
2403,15483,71
2404,15483,71
2405,15483,71
2406,15483,71
2407,15483,71
2408,15483,71
2409,15483,71
2410,15483,71
2411,15483,71
2412,15483,71
2413,15483,71
2414,15483,71
2415,15483,71
2416,15483,71
2417,15483,71
2418,15483,71
2419,15483,71
2420,15483,71
2421,15483,71
2422,15483,71
2423,15483,71
2424,15483,71
2425,15483,71
2426,15483,71
2427,15483,71
2428,15483,71
2429,15483,71
2430,15483,71
2431,15483,71
2432,15483,71
2433,15483,71
2434,15483,71
2435,15483,71
2436,15483,71
2437,15483,71
2438,15483,71
2439,15483,71
2440,15483,71
2441,15483,71
2442,15483,71
2443,15483,71
2444,15483,71
2445,15483,71
2446,15483,71
2447,15483,71
2448,15483,71
2449,15483,71
2450,15483,71
2451,15483,71
2452,15483,71
2453,15483,71
2454,15483,71
2455,15483,71
2456,15483,71
2457,15483,71
2458,15483,71
2459,15483,71
2460,15483,71
2461,15483,71
2462,15483,71
2463,15483,71
2464,15483,71
2465,15483,71
2466,15483,71
2467,15483,71
2468,15483,71
2469,15483,71
2470,15483,71
2471,15483,71
2472,15483,71
2473,15483,71
2474,15483,71
2475,15483,71
2476,15483,71
2477,15483,71
2478,15483,71
2479,15483,71
2480,15483,71
2481,15483,71
2482,15483,71
2483,15483,71
2484,15483,71
2485,15483,71
2486,15483,71
2487,15483,71
2488,15483,71
2489,15483,71
2490,15483,71
2491,15483,71
2492,15483,71
2493,15483,71
2494,15483,71
2495,15483,71
2496,15483,71
2497,15483,71
2498,15483,71
2499,15483,71
2500,15483,71
2501,15483,71
2502,15483,71
2503,15483,71
2504,15483,71
2505,15483,71
2506,15483,71
2507,15483,71
2508,15483,71
2509,15483,71
2510,15483,71
2511,15483,71
2512,15483,71
2513,15483,71
2514,15483,71
2515,15483,71
2516,15483,71
2517,15483,71
2518,15483,71
2519,15483,71
2520,15483,71
2521,15483,71
2522,15483,71
2523,15483,71
2524,15483,71
2525,15483,71
2526,15483,71
2527,15483,71
2528,15483,71
2529,15483,71
2530,15483,71
2531,15483,71
2532,15483,71
2533,15483,71
2534,15483,71
2535,15483,71
2536,15483,71
2537,15483,71
2538,15483,71
2539,15483,71
2540,15483,71
2541,15483,71
2542,15483,71
2543,15483,71
2544,15483,71
2545,15483,71
2546,15483,71
2547,15483,71
2548,15483,71
2549,15483,71
2550,15483,71
2551,15483,71
2552,15483,71
2553,15483,71
2554,15483,71
2555,15483,71
2556,15483,71
2557,15483,71
2558,15483,71
2559,15483,71
2560,15483,71
2561,15483,71
2562,15483,71
2563,15483,71
2564,15483,71
2565,15483,71
2566,15483,71
2567,15483,71
2568,15483,71
2569,15483,71
2570,15483,71
2571,15483,71
2572,15483,71
2573,15483,71
2574,15483,71
2575,15483,71
2576,15483,71
2577,15483,71
2578,15483,71
2579,15483,71
2580,15483,71
2581,15483,71
2582,15483,71
2583,15483,71
2584,15483,71
2585,15483,71
2586,15483,71
2587,15483,71
2588,15483,71
2589,15483,71
2590,15483,71
2591,15483,71
2592,15483,71
2593,15483,71
2594,15483,71
2595,15483,71
2596,15483,71
2597,15483,71
2598,15483,71
2599,15483,71
2600,15483,71
2601,15483,71
2602,15483,71
2603,15483,71
2604,15483,71
2605,15483,71
2606,15483,71
2607,15483,71
2608,15483,71
2609,15483,71
2610,15483,71
2611,15483,71
2612,15483,71
2613,15483,71
2614,15483,71
2615,15483,71
2616,15483,71
2617,15483,71
2618,15483,71
2619,15483,71
2620,15483,71
2621,15483,71
2622,15483,71
2623,15483,71
2624,15483,71
2625,15483,71
2626,15483,71
2627,15483,71
2628,15483,71
2629,15483,71
2630,15483,71
2631,15483,71
2632,15483,71
2633,15483,71
2634,15483,71
2635,15483,71
2636,15483,71
2637,15483,71
2638,15483,71
2639,15483,71
2640,15483,71
2641,15483,71
2642,15483,71
2643,15483,71
2644,15483,71
2645,15483,71
2646,15483,71
2647,15483,71
2648,15483,71
2649,15483,71
2650,15483,71
2651,15483,71
2652,15483,71
2653,15483,71
2654,15483,71
2655,15483,71
2656,15483,71
2657,15483,71
2658,15483,71
2659,15483,71
2660,15483,71
2661,15483,71
2662,15483,71
2663,15483,71
2664,15483,71
2665,15483,71
2666,15483,71
2667,15483,71
2668,15483,71
2669,15483,71
2670,15483,71
2671,15483,71
2672,15483,71
2673,15483,71
2674,15483,71
2675,15483,71
2676,15483,71
2677,15483,71
2678,15483,71
2679,15483,71
2680,15483,71
2681,15483,71
2682,15483,71
2683,15483,71
2684,15483,71
2685,15483,71
2686,15483,71
2687,15483,71
2688,15483,71
2689,15483,71
2690,15483,71
2691,15483,71
2692,15483,71
2693,15483,71
2694,15483,71
2695,15483,71
2696,15483,71
2697,15483,71
2698,15483,71
2699,15483,71
2700,15483,71
2701,15483,71
2702,15483,71
2703,15483,71
2704,15483,71
2705,15483,71
2706,15483,71
2707,15483,71
2708,15483,71
2709,15483,71
2710,15483,71
2711,15483,71
2712,15483,71
2713,15483,71
2714,15483,71
2715,15483,71
2716,15483,71
2717,15483,71
2718,15483,71
2719,15483,71
2720,15483,71
2721,15483,71
2722,15483,71
2723,15483,71
2724,15483,71
2725,15483,71
2726,15483,71
2727,15483,71
2728,15483,71
2729,15483,71
2730,15483,71
2731,15483,71
2732,15483,71
2733,15483,71
2734,15483,71
2735,15483,71
2736,15483,71
2737,15483,71
2738,15483,71
2739,15483,71
2740,15483,71
2741,15483,71
2742,15483,71
2743,15483,71
2744,15483,71
2745,15483,71
2746,15483,71
2747,15483,71
2748,15483,71
2749,15483,71
2750,15483,71
2751,15483,71
2752,15483,71
2753,15483,71
2754,15483,71
2755,15483,71
2756,15483,71
2757,15483,71
2758,15483,71
2759,15483,71
2760,15483,71
2761,15483,71
2762,15483,71
2763,15483,71
2764,15483,71
2765,15483,71
2766,15483,71
2767,15483,71
2768,15483,71
2769,15483,71
2770,15483,71
2771,15483,71
2772,15483,71
2773,15483,71
2774,15483,71
2775,15483,71
2776,15483,71
2777,15483,71
2778,15483,71
2779,15483,71
2780,15483,71
2781,15483,71
2782,15483,71
2783,15483,71
2784,15483,71
2785,15483,71
2786,15483,71
2787,15483,71
2788,15483,71
2789,15483,71
2790,15483,71
2791,15483,71
2792,15483,71
2793,15483,71
2794,15483,71
2795,15483,71
2796,15483,71
2797,15483,71
2798,15483,71
2799,15483,71
2800,15483,71
2801,15483,71
2802,15483,71
2803,15483,71
2804,15483,71
2805,15483,71
2806,15483,71
2807,15483,71
2808,15483,71
2809,15483,71
2810,15483,71
2811,15483,71
2812,15483,71
2813,15483,71
2814,15483,71
2815,15483,71
2816,15483,71
2817,15483,71
2818,15483,71
2819,15483,71
2820,15483,71
2821,15483,71
2822,15483,71
2823,15483,71
2824,15483,71
2825,15483,71
2826,15483,71
2827,15483,71
2828,15483,71
2829,15483,71
2830,15483,71
2831,15483,71
2832,15483,71
2833,15483,71
2834,15483,71
2835,15483,71
2836,15483,71
2837,15483,71
2838,15483,71
2839,15483,71
2840,15483,71
2841,15483,71
2842,15483,71
2843,15483,71
2844,15483,71
2845,15483,71
2846,15483,71
2847,15483,71
2848,15483,71
2849,15483,71
2850,15483,71
2851,15483,71
2852,15483,71
2853,15483,71
2854,15483,71
2855,15483,71
2856,15483,71
2857,15483,71
2858,15483,71
2859,15483,71
2860,15483,71
2861,15483,71
2862,15483,71
2863,15483,71
2864,15483,71
2865,15483,71
2866,15483,71
2867,15483,71
2868,15483,71
2869,15483,71
2870,15483,71
2871,15483,71
2872,15483,71
2873,15483,71
2874,15483,71
2875,15483,71
2876,15483,71
2877,15483,71
2878,15483,71
2879,15483,71
2880,15483,71
2881,15483,71
2882,15483,71
2883,15483,71
2884,15483,71
2885,15483,71
2886,15483,71
2887,15483,71
2888,15483,71
2889,15483,71
2890,15483,71
2891,15483,71
2892,15483,71
2893,15483,71
2894,15483,71
2895,15483,71
2896,15483,71
2897,15483,71
