6500 6499 6495 91 91 78
5500 5499 5471 91 91 81
6500 6499 6485 91 91 79
5200 5199 5192 91 91 79
6200 6193 6187 91 91 77
6300 6297 6292 91 91 81
6100 6098 6095 91 91 77
6300 6296 6291 91 91 77
3900 3899 3891 91 91 77
6700 6697 6664 91 91 81
5000 4999 4995 91 91 74
6700 6694 6694 91 91 76
6900 6895 6867 91 91 78
4200 4199 4199 91 91 78
1200 1199 1199 91 91 80
4500 4499 4492 91 91 86
4200 4199 4197 91 91 81
6200 6197 6191 91 91 84
4800 4799 4789 91 91 77
6100 6098 6082 91 91 84
6400 6390 6386 91 91 72
6000 5997 5993 91 91 82
6000 5992 5987 91 91 82
7500 7490 7485 91 91 85
5200 5197 5197 91 91 81
5100 5099 5098 91 91 83
8300 8290 8290 91 91 79
4900 4898 4888 91 91 82
6400 6398 6398 91 91 78
7400 7399 7383 91 91 79
7700 7699 7699 91 91 77
4000 3999 3995 91 91 85
3100 3099 3096 91 91 80
6000 5998 5989 91 91 83
5800 5799 5796 91 91 78
5800 5795 5795 91 91 78
3600 3598 3597 91 91 76
5800 5799 5793 91 91 75
3600 3599 3599 91 91 84
6600 6587 6583 91 91 81
6000 5996 5996 91 91 80
5700 5696 5682 91 91 83
7000 6998 6980 91 91 80
6600 6599 6576 91 91 83
5600 5598 5598 91 91 77
5800 5793 5793 91 91 88
6100 6098 6095 91 91 83
3600 3598 3593 91 91 78
6900 6899 6894 91 91 65
1100 1099 1098 91 91 79
1300 1299 1295 91 91 83
6200 6199 6175 91 91 81
3000 2999 2997 91 91 86
5900 5899 5896 91 91 82
2200 2199 2192 91 91 74
4300 4299 4296 91 91 78
6600 6599 6594 91 91 80
2400 2399 2397 91 91 78
5400 5399 5394 91 91 78
6000 5999 5990 91 91 79
6200 6199 6185 91 91 76
5900 5896 5896 91 91 76
6300 6299 6298 91 91 83
6000 5999 5974 91 91 87
7300 7284 7247 91 91 81
5600 5597 5574 91 91 72
5800 5799 5793 91 91 70
7600 7599 7530 91 91 82
5800 5799 5794 91 91 74
6400 6399 6394 91 91 83
7100 7096 7084 91 91 84
6000 5999 5999 91 91 82
5800 5799 5795 91 91 79
5400 5399 5375 91 91 85
6800 6796 6772 91 91 76
6900 6897 6834 91 91 78
3100 3099 3099 91 91 71
2600 2598 2598 91 91 78
6800 6794 6790 91 91 79
5100 5097 5092 91 91 80
5900 5890 5884 91 91 79
6900 6866 6857 91 91 80
6700 6699 6673 91 91 80
6500 6492 6490 91 91 83
5600 5598 5598 91 91 83
6300 6299 6285 91 91 81
6400 6399 6328 91 91 80
6600 6599 6580 91 91 82
5400 5399 5399 91 91 79
4000 3999 3999 91 91 80
7400 7399 7399 91 91 79
6300 6298 6284 91 91 84
5900 5895 5882 91 91 74
5600 5598 5590 91 91 81
6300 6299 6299 91 91 85
7500 7488 7470 91 91 80
7100 7098 7091 91 91 79
6600 6599 6592 91 91 76
6500 6499 6493 91 91 74
4400 4396 4390 91 91 80
6200 6199 6190 91 91 76
5700 5699 5694 91 91 81
6100 6098 6098 91 91 75
5400 5397 5385 91 91 77
6800 6791 6708 91 91 79
5100 5098 5098 91 91 81
6300 6296 6269 91 91 76
5700 5699 5694 91 91 81
2700 2699 2696 91 91 77
5800 5792 5782 91 91 77
7200 7199 7178 91 91 79
5700 5699 5695 91 91 78
5500 5497 5490 91 91 82
6800 6794 6794 91 91 80
3600 3599 3596 91 91 74
200 199 196 91 91 83
5500 5498 5495 91 91 83
6500 6493 6483 91 91 84
3200 3199 3199 91 91 82
5300 5298 5298 91 91 75
4700 4698 4698 91 91 82
5400 5399 5391 91 91 78
5000 4991 4990 91 91 73
5000 4999 4998 91 91 80
6400 6399 6399 91 91 76
7400 7395 7392 91 91 79
5500 5498 5498 91 91 73
4600 4598 4597 91 91 83
6000 5990 5980 91 91 79
4500 4498 4498 91 91 77
6500 6499 6499 91 91 74
5700 5699 5696 91 91 85
5500 5498 5498 91 91 79
4800 4797 4797 91 91 79
