2600 1625 1550 90 91 79
1400 1398 1366 91 91 70
1500 1481 1474 91 91 79
2700 1784 1643 90 91 81
1500 1488 1461 91 91 75
1300 1293 1293 91 91 78
1800 1797 1759 91 91 80
1500 1498 1485 91 91 77
1500 1498 1490 91 91 79
1500 1499 1479 91 91 80
1700 1650 1613 91 91 77
1900 1872 1860 91 91 79
1100 1098 1089 91 91 81
1500 1485 1468 91 91 81
1000 998 998 91 91 81
1100 1098 1085 91 91 77
2700 1670 1667 90 91 82
1900 1899 1850 91 91 80
1500 1499 1442 91 91 80
2000 1992 1917 91 91 79
1300 1299 1293 91 91 81
1700 1679 1673 91 91 84
1400 1397 1370 91 91 77
1000 997 997 91 91 82
1500 1488 1479 91 91 66
1600 1595 1572 91 91 77
600 599 594 91 91 79
2100 2085 2085 91 91 80
1700 1606 1606 91 91 86
1400 1396 1396 91 91 79
1600 1598 1538 91 91 77
3000 1949 1936 90 91 83
1300 1293 1293 91 91 78
2500 1914 1489 90 91 77
1500 1499 1486 91 91 83
2000 1994 1923 91 91 81
1400 1398 1385 91 91 78
1500 1451 1451 91 91 77
1800 1728 1728 91 91 78
2000 1992 1960 91 91 79
2000 1999 1999 91 91 83
900 899 892 91 91 85
1400 1394 1394 91 91 79
1600 1578 1573 91 91 80
1700 1683 1650 91 91 78
1000 999 999 91 91 79
1500 1486 1461 91 91 81
800 799 798 91 91 79
1700 1699 1610 91 91 79
1600 1593 1590 91 91 77
1800 1794 1756 91 91 82
2400 2377 2371 91 91 72
1600 1563 1560 91 91 82
1500 1454 1454 91 91 81
1000 999 992 91 91 80
1700 1627 1627 91 91 80
1300 1299 1297 91 91 81
1400 1390 1359 91 91 76
1300 1296 1277 91 91 83
1500 1494 1467 91 91 75
1400 1398 1368 91 91 81
1500 1498 1451 91 91 81
1700 1686 1630 91 91 79
1300 1299 1293 91 91 81
1000 998 993 91 91 80
1600 1598 1586 91 91 78
900 899 894 91 91 77
1200 1198 1195 91 91 82
1400 1388 1388 91 91 78
1300 1298 1286 91 91 88
3200 2131 2126 90 91 80
2200 2195 2138 91 91 75
1700 1661 1661 91 91 74
1500 1496 1492 91 91 84
1700 1696 1611 91 91 85
1400 1396 1382 91 91 81
1500 1497 1484 91 91 80
1300 1298 1298 91 91 84
1500 1497 1493 91 91 77
1900 1851 1846 91 91 75
1400 1375 1369 91 91 80
1300 1298 1290 91 91 75
1600 1594 1590 91 91 81
1500 1489 1441 91 91 78
1400 1367 1365 91 91 80
1500 1492 1426 91 91 81
1500 1498 1438 91 91 77
1500 1498 1483 91 91 75
1900 1868 1822 91 91 76
1300 1297 1295 91 91 76
1900 1866 1866 91 91 85
1600 1582 1569 91 91 79
1500 1492 1435 91 91 83
2900 1823 1803 90 91 81
1400 1398 1398 91 91 78
1300 1299 1296 91 91 69
1400 1397 1360 91 91 80
1500 1498 1498 91 91 78
1200 1198 1193 91 91 81
2000 1966 1946 91 91 73
1700 1697 1624 91 91 85
1200 1199 1195 91 91 75
1600 1578 1577 91 91 78
1700 1608 1608 91 91 79
