total_iter,weights_sum_best,is_sat_clauses_best,weights_sum_curr,is_sat_clauses_curr,opt,rel_err_weights_best,rel_err_weights_curr,rel_err_clauses_best,rel_err_clauses_curr
0,12738,194,12738,194,20150,0.36784119106699753,0.36784119106699753,0.11009174311926606,0.11009174311926606
1,11829,195,11829,195,20150,0.41295285359801487,0.41295285359801487,0.10550458715596331,0.10550458715596331
2,11828,197,11828,197,20150,0.4130024813895782,0.4130024813895782,0.0963302752293578,0.0963302752293578
3,11827,200,11827,200,20150,0.41305210918114144,0.41305210918114144,0.08256880733944955,0.08256880733944955
4,11828,201,11828,201,20150,0.4130024813895782,0.4130024813895782,0.0779816513761468,0.0779816513761468
5,11828,201,11829,200,20150,0.4130024813895782,0.41295285359801487,0.0779816513761468,0.08256880733944955
6,11828,201,11829,200,20150,0.4130024813895782,0.41295285359801487,0.0779816513761468,0.08256880733944955
7,11828,201,10920,201,20150,0.4130024813895782,0.45806451612903226,0.0779816513761468,0.0779816513761468
8,11828,201,10920,201,20150,0.4130024813895782,0.45806451612903226,0.0779816513761468,0.0779816513761468
9,11828,201,10920,201,20150,0.4130024813895782,0.45806451612903226,0.0779816513761468,0.0779816513761468
10,11828,201,10919,200,20150,0.4130024813895782,0.4581141439205955,0.0779816513761468,0.08256880733944955
11,11828,201,10920,199,20150,0.4130024813895782,0.45806451612903226,0.0779816513761468,0.0871559633027523
12,11828,201,10921,201,20150,0.4130024813895782,0.458014888337469,0.0779816513761468,0.0779816513761468
13,11828,201,10922,200,20150,0.4130024813895782,0.4579652605459057,0.0779816513761468,0.08256880733944955
14,11828,201,10923,200,20150,0.4130024813895782,0.45791563275434244,0.0779816513761468,0.08256880733944955
15,11828,201,10922,197,20150,0.4130024813895782,0.4579652605459057,0.0779816513761468,0.0963302752293578
16,11828,201,10923,194,20150,0.4130024813895782,0.45791563275434244,0.0779816513761468,0.11009174311926606
17,11828,201,10924,190,20150,0.4130024813895782,0.4578660049627792,0.0779816513761468,0.12844036697247707
18,11828,201,10923,187,20150,0.4130024813895782,0.45791563275434244,0.0779816513761468,0.14220183486238533
19,11828,201,10923,187,20150,0.4130024813895782,0.45791563275434244,0.0779816513761468,0.14220183486238533
20,11828,201,10922,187,20150,0.4130024813895782,0.4579652605459057,0.0779816513761468,0.14220183486238533
21,11828,201,10619,190,20150,0.4130024813895782,0.4730024813895782,0.0779816513761468,0.12844036697247707
22,11828,201,10620,190,20150,0.4130024813895782,0.47295285359801487,0.0779816513761468,0.12844036697247707
23,11828,201,10621,189,20150,0.4130024813895782,0.4729032258064516,0.0779816513761468,0.13302752293577982
24,11828,201,10620,189,20150,0.4130024813895782,0.47295285359801487,0.0779816513761468,0.13302752293577982
25,11828,201,9863,190,20150,0.4130024813895782,0.5105210918114144,0.0779816513761468,0.12844036697247707
26,11828,201,9862,189,20150,0.4130024813895782,0.5105707196029776,0.0779816513761468,0.13302752293577982
27,11828,201,9862,189,20150,0.4130024813895782,0.5105707196029776,0.0779816513761468,0.13302752293577982
28,11828,201,9861,186,20150,0.4130024813895782,0.510620347394541,0.0779816513761468,0.14678899082568808
29,11828,201,9862,188,20150,0.4130024813895782,0.5105707196029776,0.0779816513761468,0.13761467889908258
30,11828,201,9862,188,20150,0.4130024813895782,0.5105707196029776,0.0779816513761468,0.13761467889908258
31,11828,201,9863,190,20150,0.4130024813895782,0.5105210918114144,0.0779816513761468,0.12844036697247707
32,11828,201,10772,190,20150,0.4130024813895782,0.465409429280397,0.0779816513761468,0.12844036697247707
33,11828,201,10772,190,20150,0.4130024813895782,0.465409429280397,0.0779816513761468,0.12844036697247707
34,11828,201,10772,190,20150,0.4130024813895782,0.465409429280397,0.0779816513761468,0.12844036697247707
35,11828,201,10773,187,20150,0.4130024813895782,0.46535980148883377,0.0779816513761468,0.14220183486238533
36,11828,201,11682,188,20150,0.4130024813895782,0.4202481389578164,0.0779816513761468,0.13761467889908258
37,11828,201,11681,189,20150,0.4130024813895782,0.42029776674937963,0.0779816513761468,0.13302752293577982
38,11828,201,11681,189,20150,0.4130024813895782,0.42029776674937963,0.0779816513761468,0.13302752293577982
39,11828,201,11681,189,20150,0.4130024813895782,0.42029776674937963,0.0779816513761468,0.13302752293577982
40,11828,201,11682,188,20150,0.4130024813895782,0.4202481389578164,0.0779816513761468,0.13761467889908258
41,11828,201,11683,188,20150,0.4130024813895782,0.4201985111662531,0.0779816513761468,0.13761467889908258
42,11828,201,11682,189,20150,0.4130024813895782,0.4202481389578164,0.0779816513761468,0.13302752293577982
43,11828,201,11683,190,20150,0.4130024813895782,0.4201985111662531,0.0779816513761468,0.12844036697247707
44,11828,201,11684,191,20150,0.4130024813895782,0.4201488833746898,0.0779816513761468,0.12385321100917432
45,11828,201,11684,191,20150,0.4130024813895782,0.4201488833746898,0.0779816513761468,0.12385321100917432
46,11828,201,11685,190,20150,0.4130024813895782,0.42009925558312655,0.0779816513761468,0.12844036697247707
47,11828,201,11988,190,20150,0.4130024813895782,0.40506203473945407,0.0779816513761468,0.12844036697247707
48,11828,201,11987,189,20150,0.4130024813895782,0.4051116625310174,0.0779816513761468,0.13302752293577982
49,11828,201,11986,191,20150,0.4130024813895782,0.40516129032258064,0.0779816513761468,0.12385321100917432
50,11828,201,11985,192,20150,0.4130024813895782,0.40521091811414395,0.0779816513761468,0.11926605504587157
51,11828,201,11984,195,20150,0.4130024813895782,0.4052605459057072,0.0779816513761468,0.10550458715596331
52,11828,201,11984,195,20150,0.4130024813895782,0.4052605459057072,0.0779816513761468,0.10550458715596331
53,11828,201,11984,195,20150,0.4130024813895782,0.4052605459057072,0.0779816513761468,0.10550458715596331
54,11828,201,11983,194,20150,0.4130024813895782,0.40531017369727046,0.0779816513761468,0.11009174311926606
55,11828,201,11983,194,20150,0.4130024813895782,0.40531017369727046,0.0779816513761468,0.11009174311926606
56,11828,201,11983,194,20150,0.4130024813895782,0.40531017369727046,0.0779816513761468,0.11009174311926606
57,11828,201,11983,194,20150,0.4130024813895782,0.40531017369727046,0.0779816513761468,0.11009174311926606
58,11828,201,11982,191,20150,0.4130024813895782,0.40535980148883377,0.0779816513761468,0.12385321100917432
59,11828,201,11983,188,20150,0.4130024813895782,0.40531017369727046,0.0779816513761468,0.13761467889908258
60,11828,201,11982,187,20150,0.4130024813895782,0.40535980148883377,0.0779816513761468,0.14220183486238533
61,11828,201,11982,187,20150,0.4130024813895782,0.40535980148883377,0.0779816513761468,0.14220183486238533
62,11828,201,12588,187,20150,0.4130024813895782,0.37528535980148886,0.0779816513761468,0.14220183486238533
63,11828,201,12589,187,20150,0.4130024813895782,0.37523573200992555,0.0779816513761468,0.14220183486238533
64,11828,201,12588,187,20150,0.4130024813895782,0.37528535980148886,0.0779816513761468,0.14220183486238533
65,11828,201,12589,190,20150,0.4130024813895782,0.37523573200992555,0.0779816513761468,0.12844036697247707
66,11828,201,12589,190,20150,0.4130024813895782,0.37523573200992555,0.0779816513761468,0.12844036697247707
67,11828,201,12590,190,20150,0.4130024813895782,0.3751861042183623,0.0779816513761468,0.12844036697247707
68,11828,201,12591,187,20150,0.4130024813895782,0.375136476426799,0.0779816513761468,0.14220183486238533
69,11828,201,12288,188,20150,0.4130024813895782,0.39017369727047146,0.0779816513761468,0.13761467889908258
70,11828,201,12287,187,20150,0.4130024813895782,0.3902233250620347,0.0779816513761468,0.14220183486238533
71,11828,201,12288,188,20150,0.4130024813895782,0.39017369727047146,0.0779816513761468,0.13761467889908258
72,11828,201,13197,189,20150,0.4130024813895782,0.34506203473945407,0.0779816513761468,0.13302752293577982
73,11828,201,13196,192,20150,0.4130024813895782,0.3451116625310174,0.0779816513761468,0.11926605504587157
