3000 3000 319 320
606 3000 320 320
3000 3000 317 320
1536 3000 320 320
158 3000 320 320
3000 3000 318 320
226 3000 320 320
2129 3000 320 320
694 3000 320 320
525 3000 320 320
3000 3000 316 320
3000 3000 319 320
1911 3000 320 320
429 3000 320 320
662 3000 320 320
2124 3000 320 320
2400 3000 320 320
724 3000 320 320
3000 3000 317 320
588 3000 320 320
2727 3000 320 320
1340 3000 320 320
1797 3000 320 320
1422 3000 320 320
3000 3000 318 320
3000 3000 316 320
85 3000 320 320
1909 3000 320 320
958 3000 320 320
1487 3000 320 320
631 3000 320 320
691 3000 320 320
852 3000 320 320
2192 3000 320 320
2551 3000 320 320
1917 3000 320 320
659 3000 320 320
196 3000 320 320
2577 3000 320 320
137 3000 320 320
1166 3000 320 320
3000 3000 318 320
1184 3000 320 320
1034 3000 320 320
436 3000 320 320
1129 3000 320 320
2030 3000 320 320
896 3000 320 320
521 3000 320 320
3000 3000 312 320
342 3000 320 320
869 3000 320 320
3000 3000 317 320
571 3000 320 320
347 3000 320 320
1424 3000 320 320
322 3000 320 320
352 3000 320 320
3000 3000 318 320
799 3000 320 320
472 3000 320 320
3000 3000 317 320
703 3000 320 320
945 3000 320 320
281 3000 320 320
3000 3000 312 320
3000 3000 314 320
418 3000 320 320
326 3000 320 320
2298 3000 320 320
3000 3000 312 320
156 3000 320 320
1946 3000 320 320
1142 3000 320 320
3000 3000 312 320
1068 3000 320 320
1782 3000 320 320
3000 3000 317 320
3000 3000 314 320
2210 3000 320 320
476 3000 320 320
1390 3000 320 320
1672 3000 320 320
464 3000 320 320
2052 3000 320 320
808 3000 320 320
3000 3000 313 320
2286 3000 320 320
397 3000 320 320
3000 3000 312 320
345 3000 320 320
1068 3000 320 320
1293 3000 320 320
2202 3000 320 320
1625 3000 320 320
1002 3000 320 320
1339 3000 320 320
2738 3000 320 320
1642 3000 320 320
2101 3000 320 320
958 3000 320 320
776 3000 320 320
1106 3000 320 320
1734 3000 320 320
253 3000 320 320
2988 3000 320 320
2210 3000 320 320
184 3000 320 320
252 3000 320 320
375 3000 320 320
3000 3000 317 320
3000 3000 318 320
302 3000 320 320
2539 3000 320 320
492 3000 320 320
1626 3000 320 320
884 3000 320 320
1023 3000 320 320
390 3000 320 320
450 3000 320 320
629 3000 320 320
2073 3000 320 320
892 3000 320 320
410 3000 320 320
2459 3000 320 320
3000 3000 317 320
635 3000 320 320
1191 3000 320 320
1921 3000 320 320
618 3000 320 320
225 3000 320 320
746 3000 320 320
198 3000 320 320
2871 3000 320 320
3000 3000 313 320
584 3000 320 320
1132 3000 320 320
710 3000 320 320
3000 3000 312 320
90 3000 320 320
1184 3000 320 320
3000 3000 316 320
3000 3000 313 320
815 3000 320 320
465 3000 320 320
3000 3000 314 320
2766 3000 320 320
2070 3000 320 320
1629 3000 320 320
3000 3000 315 320
1659 3000 320 320
408 3000 320 320
291 3000 320 320
3000 3000 314 320
3000 3000 315 320
1270 3000 320 320
2008 3000 320 320
2360 3000 320 320
902 3000 320 320
1708 3000 320 320
3000 3000 312 320
1708 3000 320 320
825 3000 320 320
406 3000 320 320
2564 3000 320 320
3000 3000 317 320
243 3000 320 320
330 3000 320 320
1443 3000 320 320
942 3000 320 320
258 3000 320 320
799 3000 320 320
294 3000 320 320
227 3000 320 320
1073 3000 320 320
1743 3000 320 320
3000 3000 318 320
741 3000 320 320
3000 3000 313 320
3000 3000 309 320
842 3000 320 320
1766 3000 320 320
2766 3000 320 320
702 3000 320 320
3000 3000 316 320
3000 3000 317 320
1702 3000 320 320
948 3000 320 320
2695 3000 320 320
1591 3000 320 320
1265 3000 320 320
1197 3000 320 320
2857 3000 320 320
301 3000 320 320
569 3000 320 320
835 3000 320 320
1764 3000 320 320
126 3000 320 320
382 3000 320 320
1205 3000 320 320
1142 3000 320 320
3000 3000 317 320
223 3000 320 320
1937 3000 320 320
3000 3000 315 320
3000 3000 315 320
2310 3000 320 320
844 3000 320 320
310 3000 320 320
1261 3000 320 320
3000 3000 318 320
285 3000 320 320
2084 3000 320 320
2476 3000 320 320
3000 3000 315 320
942 3000 320 320
1661 3000 320 320
1384 3000 320 320
3000 3000 318 320
944 3000 320 320
369 3000 320 320
1298 3000 320 320
552 3000 320 320
649 3000 320 320
466 3000 320 320
1097 3000 320 320
1092 3000 320 320
1069 3000 320 320
1432 3000 320 320
178 3000 320 320
121 3000 320 320
1727 3000 320 320
1029 3000 320 320
255 3000 320 320
1849 3000 320 320
212 3000 320 320
308 3000 320 320
1711 3000 320 320
1358 3000 320 320
1956 3000 320 320
3000 3000 307 320
1414 3000 320 320
3000 3000 315 320
92 3000 320 320
657 3000 320 320
333 3000 320 320
3000 3000 318 320
3000 3000 316 320
1798 3000 320 320
2278 3000 320 320
942 3000 320 320
249 3000 320 320
2346 3000 320 320
199 3000 320 320
2823 3000 320 320
1230 3000 320 320
1881 3000 320 320
3000 3000 315 320
692 3000 320 320
3000 3000 316 320
107 3000 320 320
2710 3000 320 320
958 3000 320 320
1357 3000 320 320
344 3000 320 320
654 3000 320 320
584 3000 320 320
3000 3000 314 320
554 3000 320 320
1254 3000 320 320
173 3000 320 320
1532 3000 320 320
217 3000 320 320
1049 3000 320 320
1253 3000 320 320
1303 3000 320 320
209 3000 320 320
1513 3000 320 320
1146 3000 320 320
3000 3000 312 320
483 3000 320 320
1202 3000 320 320
309 3000 320 320
962 3000 320 320
2225 3000 320 320
168 3000 320 320
279 3000 320 320
957 3000 320 320
3000 3000 317 320
590 3000 320 320
1556 3000 320 320
1040 3000 320 320
1253 3000 320 320
596 3000 320 320
2933 3000 320 320
889 3000 320 320
3000 3000 309 320
827 3000 320 320
1109 3000 320 320
2886 3000 320 320
1126 3000 320 320
2201 3000 320 320
1433 3000 320 320
1628 3000 320 320
3000 3000 318 320
278 3000 320 320
3000 3000 318 320
1060 3000 320 320
1283 3000 320 320
795 3000 320 320
2037 3000 320 320
1208 3000 320 320
974 3000 320 320
557 3000 320 320
579 3000 320 320
521 3000 320 320
1051 3000 320 320
3000 3000 316 320
150 3000 320 320
520 3000 320 320
3000 3000 317 320
663 3000 320 320
429 3000 320 320
