rel_err_weights,rel_err_clauses,time
0.4687076148033327,0.07042253521126761,4.60299246199429
0.034928282054089564,0.09859154929577464,6.683325422985945
0.5584035126110927,0.18309859154929578,6.481260546017438
0.5478381370038953,0.08450704225352113,6.693711617961526
0.40176600441501104,0.09859154929577464,6.57265866099624
0.1085577034014747,0.09859154929577464,6.486627530015539
0.5479045826451043,0.07042253521126761,6.386655546026304
0.45956626276572954,0.11267605633802817,5.621852782962378
0.4780263445453281,0.09859154929577464,4.681025944999419
0.3130765851515595,0.16901408450704225,6.422729565994814
0.3460381143430291,0.11267605633802817,6.378474440018181
0.7151881599133653,0.23943661971830985,3.3772276049712673
