rel_err_weights,rel_err_clauses,time
0.5104953820319059,0.14084507042253522,3.925616684020497
0.48768203219095585,0.07042253521126761,6.299934581969865
0.4336620523644475,0.014084507042253521,4.146874030993786
0.4017169847989387,0.18309859154929578,5.46843920298852
0.25705175374049544,0.1267605633802817,6.801879487000406
0.41276051226649607,0.19718309859154928,6.519917386001907
0.6255982791072869,0.14084507042253522,3.7802694980055094
0.3506201347394482,0.22535211267605634,5.4904038539971225
0.531241928754495,0.15492957746478872,4.47792194399517
0.7069849172646068,0.2676056338028169,5.026334733993281
0.3254764292878636,0.15492957746478872,6.4442311389721
0.5532894143127877,0.1267605633802817,4.007145669951569
