2784 3000 320 320
3000 3000 318 320
3000 3000 317 320
3000 3000 319 320
3000 3000 315 320
1475 3000 320 320
3000 3000 318 320
3000 3000 317 320
3000 3000 318 320
3000 3000 319 320
99 3000 320 320
2631 3000 320 320
2671 3000 320 320
3000 3000 318 320
3000 3000 315 320
3000 3000 318 320
1425 3000 320 320
840 3000 320 320
3000 3000 319 320
383 3000 320 320
3000 3000 318 320
3000 3000 318 320
3000 3000 319 320
2726 3000 320 320
3000 3000 319 320
2470 3000 320 320
3000 3000 315 320
3000 3000 319 320
1174 3000 320 320
3000 3000 319 320
224 3000 320 320
748 3000 320 320
3000 3000 319 320
3000 3000 316 320
3000 3000 318 320
3000 3000 316 320
3000 3000 316 320
3000 3000 319 320
3000 3000 315 320
1395 3000 320 320
3000 3000 315 320
3000 3000 312 320
2205 3000 320 320
3000 3000 318 320
3000 3000 318 320
1354 3000 320 320
2029 3000 320 320
3000 3000 319 320
3000 3000 318 320
1090 3000 320 320
3000 3000 312 320
133 3000 320 320
3000 3000 318 320
3000 3000 314 320
3000 3000 317 320
1895 3000 320 320
2232 3000 320 320
3000 3000 314 320
718 3000 320 320
3000 3000 319 320
3000 3000 315 320
3000 3000 319 320
2152 3000 320 320
2597 3000 320 320
3000 3000 315 320
3000 3000 315 320
180 3000 320 320
286 3000 320 320
717 3000 320 320
3000 3000 319 320
3000 3000 318 320
3000 3000 318 320
3000 3000 318 320
3000 3000 319 320
3000 3000 319 320
3000 3000 319 320
3000 3000 318 320
3000 3000 319 320
3000 3000 318 320
553 3000 320 320
1168 3000 320 320
775 3000 320 320
159 3000 320 320
3000 3000 315 320
298 3000 320 320
3000 3000 319 320
3000 3000 316 320
3000 3000 317 320
3000 3000 318 320
3000 3000 319 320
1593 3000 320 320
3000 3000 314 320
2259 3000 320 320
3000 3000 319 320
3000 3000 319 320
321 3000 320 320
3000 3000 318 320
945 3000 320 320
3000 3000 319 320
3000 3000 315 320
585 3000 320 320
3000 3000 318 320
3000 3000 319 320
3000 3000 318 320
3000 3000 318 320
3000 3000 318 320
3000 3000 318 320
1686 3000 320 320
3000 3000 319 320
3000 3000 315 320
3000 3000 319 320
311 3000 320 320
3000 3000 319 320
2092 3000 320 320
3000 3000 317 320
3000 3000 319 320
2871 3000 320 320
3000 3000 316 320
1671 3000 320 320
3000 3000 319 320
3000 3000 319 320
3000 3000 318 320
3000 3000 319 320
1983 3000 320 320
3000 3000 318 320
3000 3000 318 320
1321 3000 320 320
2008 3000 320 320
3000 3000 318 320
3000 3000 315 320
3000 3000 319 320
3000 3000 318 320
1005 3000 320 320
873 3000 320 320
794 3000 320 320
3000 3000 317 320
841 3000 320 320
2687 3000 320 320
1981 3000 320 320
826 3000 320 320
3000 3000 318 320
1473 3000 320 320
2504 3000 320 320
3000 3000 316 320
1073 3000 320 320
3000 3000 317 320
1037 3000 320 320
773 3000 320 320
3000 3000 318 320
574 3000 320 320
3000 3000 319 320
3000 3000 317 320
3000 3000 318 320
1233 3000 320 320
3000 3000 316 320
200 3000 320 320
3000 3000 319 320
2205 3000 320 320
3000 3000 317 320
3000 3000 318 320
3000 3000 314 320
3000 3000 319 320
3000 3000 312 320
3000 3000 319 320
3000 3000 318 320
3000 3000 318 320
3000 3000 319 320
