rel_err_weights,rel_err_clauses,time
0.4836917909965769,0.14084507042253522,3.5419100090512075
0.42100076645133033,0.08450704225352113,4.954906007042155
0.46546332441532956,0.1267605633802817,4.124852531997021
0.21735236212155779,0.11267605633802817,4.407306388951838
0.3372577875889134,0.1267605633802817,5.3122664939728566
0.12183635581753915,0.1267605633802817,3.6295928499894217
0.43401067875388927,0.056338028169014086,4.677529758948367
0.21355964482110124,0.14084507042253522,4.051329113019165
0.12567301770210398,0.1267605633802817,3.910695361031685
0.30311905110557913,0.09859154929577464,3.78516110900091
0.34578736208625876,0.14084507042253522,6.616728078981396
0.3525855067232199,0.07042253521126761,4.559979466022924
