total_iter,weights_sum_best,is_sat_clauses_best,weights_sum_curr,is_sat_clauses_curr,opt,rel_err_weights_best,rel_err_weights_curr,rel_err_clauses_best,rel_err_clauses_curr
0,2068,67,2068,67,3988,0.48144433299899697,0.48144433299899697,0.056338028169014086,0.056338028169014086
1,2068,67,2067,61,3988,0.48144433299899697,0.4816950852557673,0.056338028169014086,0.14084507042253522
2,2068,67,2067,61,3988,0.48144433299899697,0.4816950852557673,0.056338028169014086,0.14084507042253522
3,2068,67,2620,62,3988,0.48144433299899697,0.3430290872617854,0.056338028169014086,0.1267605633802817
4,2068,67,2620,62,3988,0.48144433299899697,0.3430290872617854,0.056338028169014086,0.1267605633802817
5,2068,67,3122,64,3988,0.48144433299899697,0.21715145436308927,0.056338028169014086,0.09859154929577464
6,2068,67,3097,63,3988,0.48144433299899697,0.22342026078234703,0.056338028169014086,0.11267605633802817
7,2068,67,3098,65,3988,0.48144433299899697,0.22316950852557674,0.056338028169014086,0.08450704225352113
8,2068,67,3098,65,3988,0.48144433299899697,0.22316950852557674,0.056338028169014086,0.08450704225352113
9,2068,67,2806,66,3988,0.48144433299899697,0.29638916750250754,0.056338028169014086,0.07042253521126761
10,2068,67,3052,65,3988,0.48144433299899697,0.23470411233701102,0.056338028169014086,0.08450704225352113
11,2068,67,3052,65,3988,0.48144433299899697,0.23470411233701102,0.056338028169014086,0.08450704225352113
12,2068,67,3523,65,3988,0.48144433299899697,0.11659979939819458,0.056338028169014086,0.08450704225352113
13,2068,67,3802,63,3988,0.48144433299899697,0.04663991975927784,0.056338028169014086,0.11267605633802817
14,2068,67,3497,65,3988,0.48144433299899697,0.12311935807422267,0.056338028169014086,0.08450704225352113
15,2068,67,3198,66,3988,0.48144433299899697,0.19809428284854563,0.056338028169014086,0.07042253521126761
16,2068,67,3733,66,3988,0.48144433299899697,0.06394182547642929,0.056338028169014086,0.07042253521126761
17,2068,67,3681,64,3988,0.48144433299899697,0.07698094282848546,0.056338028169014086,0.09859154929577464
18,2068,67,3986,62,3988,0.48144433299899697,0.0005015045135406219,0.056338028169014086,0.1267605633802817
19,2068,67,3451,63,3988,0.48144433299899697,0.13465396188565698,0.056338028169014086,0.11267605633802817
20,2068,67,3052,64,3988,0.48144433299899697,0.23470411233701102,0.056338028169014086,0.09859154929577464
21,2068,67,3052,64,3988,0.48144433299899697,0.23470411233701102,0.056338028169014086,0.09859154929577464
22,2068,67,3331,63,3988,0.48144433299899697,0.1647442326980943,0.056338028169014086,0.11267605633802817
23,2068,67,3331,63,3988,0.48144433299899697,0.1647442326980943,0.056338028169014086,0.11267605633802817
24,2068,67,3383,65,3988,0.48144433299899697,0.15170511534603812,0.056338028169014086,0.08450704225352113
25,2068,67,3604,65,3988,0.48144433299899697,0.09628886659979939,0.056338028169014086,0.08450704225352113
26,3169,67,3169,67,3988,0.20536609829488464,0.20536609829488464,0.056338028169014086,0.056338028169014086
27,3169,67,3169,67,3988,0.20536609829488464,0.20536609829488464,0.056338028169014086,0.056338028169014086
28,3169,67,3461,66,3988,0.20536609829488464,0.13214643931795386,0.056338028169014086,0.07042253521126761
