inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf75-773,427.0,2344.904,3000,17815.904,7.589239033168737,0.5276545777094362
ruf75-483,138.0,2721.816,3000,25995.816,7.787678884849257,0.4498372593341866
ruf75-410,940.0,847.093,3000,2467.093,6.2455710158879,1.09633542863845
ruf75-231,992.0,468.227,3000,684.227,5.756123136109246,0.7719975475090533
ruf75-860,688.0,1509.327,3000,9933.327,6.758068127396748,1.5720293959840028
ruf75-529,520.0,2058.988,3000,15018.988,7.334713236413105,0.9343054580222458
ruf75-122,189.0,2722.402,3000,24619.402,7.835085201587127,0.24680563223722313
ruf75-57,746.0,1535.593,3000,8393.593,6.968521687413545,0.9623152340778327
ruf75-996,329.0,2318.864,3000,20435.864,7.500022432727348,0.7952682836589932
ruf75-991,727.0,1772.598,3000,9143.598,7.2336590662802225,0.6530241790981042
ruf75-387,508.0,2034.407,3000,15318.407,7.293739019525517,0.9883975663680986
ruf75-369,936.0,939.891,3000,2667.891,6.371889133951485,1.1178778783201884
ruf75-669,932.0,631.406,3000,2467.406,5.833859811461286,1.1568941436552567
ruf75-204,951.0,786.99,3000,2109.99,6.233488633078354,0.9119153761995573
ruf75-242,831.0,1266.245,3000,5829.245,6.700016681778829,1.1088841973467545
ruf75-700,663.0,1837.934,3000,10936.934,7.219360158227011,0.8461631189379852
ruf75-676,837.0,1219.562,3000,5620.562,6.609218853552274,1.2305287009140484
ruf75-984,232.0,2604.288,3000,23340.288,7.733993027758115,0.45274836665075174
ruf75-3,535.0,2101.325,3000,14656.325,7.403897495448144,0.7508110557644103
ruf75-585,768.0,1429.65,3000,7693.65,6.775760874341073,1.334333232531072
ruf75-130,704.0,1517.455,3000,9509.455,6.872868388847505,1.2152757437673352
ruf75-476,386.0,2223.997,3000,18801.997,7.401246469678855,1.006381607018228
ruf75-852,668.0,1712.582,3000,10676.582,7.047617634747905,1.1507576787787273
ruf75-637,321.0,2395.348,3000,20728.348,7.570804220421362,0.6934053010207409
ruf75-610,708.0,1431.505,3000,9315.505,6.6482224384306265,1.708808186666736
ruf75-87,274.0,2421.781,3000,22023.781,7.558067854884521,0.7937201860691847
ruf75-296,981.0,767.15,3000,1280.15,6.230254379217245,0.9141158816425142
ruf75-212,944.0,842.106,3000,2354.106,6.234701780695205,1.1220856967764372
ruf75-154,1000.0,363.224,3000,363.224,5.547901326399892,0.7000583000609442
ruf75-563,325.0,2444.97,3000,20669.97,7.631062686552299,0.5518692334650578
ruf75-630,461.0,2170.847,3000,16723.847,7.442857817522938,0.7269393783272255
ruf75-878,894.0,967.098,3000,3829.098,6.307354253143816,1.3154908509488292
ruf75-129,331.0,2464.079,3000,20527.079,7.6551637503421155,0.5151655523709131
ruf75-147,918.0,806.399,3000,3020.399,6.0322608114597855,1.4318937373268188
ruf75-426,960.0,761.717,3000,1841.717,6.129882105359559,1.1472898086496919
ruf75-429,764.0,1445.853,3000,7817.853,6.791326459741683,1.3135315063935722
ruf75-372,526.0,2143.825,3000,14941.825,7.441649450532531,0.7147201393969352
ruf75-998,296.0,2494.147,3000,21502.147,7.663037890014563,0.5287340172914009
ruf75-110,792.0,1296.493,3000,6912.493,6.708261788015822,1.126534838147885
ruf75-473,963.0,747.565,3000,1746.565,6.148116321867968,1.01436691392322
ruf75-704,983.0,702.32,3000,1161.32,6.217105559181361,0.72583021027396
ruf75-427,435.0,2251.659,3000,17506.659,7.477994577632033,0.781739181452183
ruf75-624,279.0,2523.236,3000,21990.236,7.6987922409382845,0.4288643702225313
ruf75-441,549.0,2009.725,3000,14186.725,7.32355504985463,0.8295879842165546
