inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf20-63,1000.0,130.122,,130.122,4.245751013331455,1.3762074475204893
ruf20-553,1000.0,86.224,,86.224,3.8571135451892062,1.2129124938716886
ruf20-235,1000.0,144.687,,144.687,4.396952548238634,1.338778664493414
ruf20-111,1000.0,143.819,,143.819,4.404482958086644,1.2683262598102354
ruf20-697,1000.0,136.653,,136.653,4.363265367238373,1.307008612787671
ruf20-772,1000.0,90.874,,90.874,4.105139293029394,0.9242499610064654
ruf20-254,1000.0,135.38,,135.38,4.254366484115808,1.4262846731680452
ruf20-320,1000.0,20.288,,20.288,2.704377245453945,0.5561772716361963
ruf20-550,1000.0,115.958,,115.958,4.17935728765871,1.2622586589052267
ruf20-167,1000.0,133.024,,133.024,4.42191993854397,1.077874466718404
ruf20-87,1000.0,71.974,,71.974,3.773022419619968,1.0902549267674693
ruf20-64,1000.0,65.884,,65.884,3.840257869027541,0.75404489766694
ruf20-249,1000.0,68.085,,68.085,3.802840771616733,0.8295217153290891
ruf20-140,1000.0,121.21,,121.21,4.276117569212661,1.2067136825211693
ruf20-831,1000.0,32.959,,32.959,3.221451665079415,0.5739351799188452
ruf20-241,1000.0,37.118,,37.118,3.298172204057066,0.6590168676331675
ruf20-596,1000.0,116.332,,116.332,4.313545145820571,0.9995557193042609
ruf20-992,998.0,339.817,,393.817,4.9139234408778885,2.310819053657041
ruf20-860,1000.0,172.656,,172.656,4.281863053161827,2.0106420857312837
ruf20-244,1000.0,140.045,,140.045,4.472131782551133,1.0651968686780602
ruf20-748,1000.0,38.463,,38.463,3.309745569206994,0.668747670156077
ruf20-847,1000.0,107.737,,107.737,4.219710682531881,1.024367507578021
ruf20-886,1000.0,35.744,,35.744,3.3087231752533652,0.554604291308717
ruf20-493,1000.0,96.66,,96.66,4.042545556312732,1.0936635624611928
ruf20-804,1000.0,39.949,,39.949,3.1046412993363894,0.9564260948993517
ruf20-264,1000.0,56.238,,56.238,3.6210197013632093,0.8377761753168871
ruf20-14,1000.0,37.272,,37.272,3.2766678914151104,0.6756434908090867
ruf20-458,1000.0,184.54,,184.54,4.429822098495045,1.806656150183852
ruf20-442,1000.0,34.245,,34.245,3.2823321197699915,0.5405657453042491
ruf20-308,1000.0,68.046,,68.046,3.8402160345995657,0.8308378697854679
ruf20-403,1000.0,60.351,,60.351,3.5897241790033263,1.0861618026820685
ruf20-281,980.0,594.411,,1134.411,5.278396122423743,3.205673724665808
ruf20-282,1000.0,37.227,,37.227,3.3434946726876236,0.5715741485444926
ruf20-71,1000.0,61.866,,61.866,3.662478745001089,0.9612684602371849
ruf20-776,1000.0,38.449,,38.449,3.3137182648450727,0.6930612978928115
ruf20-214,1000.0,62.026,,62.026,3.719336900859428,0.871934976712328
ruf20-961,1000.0,103.625,,103.625,4.131652030475252,1.100019840758447
ruf20-798,1000.0,53.444,,53.444,3.384993957182257,1.1216337576179833
ruf20-393,1000.0,13.285,,13.285,2.4162776711385927,0.34530257324626484
ruf20-512,1000.0,101.34,,101.34,4.17272497944398,0.9917413326589017
ruf20-869,1000.0,201.987,,201.987,4.747035524771611,1.3772996474205095
ruf20-41,1000.0,382.504,,382.504,5.2525709251441555,1.9485470002527738
ruf20-839,1000.0,26.557,,26.557,3.0219173703935973,0.5328782710925412
ruf20-115,1000.0,129.134,,129.134,4.148362804033648,1.6377759853249407
ruf20-132,1000.0,45.786,,45.786,3.440688510470473,0.7747717304138061
ruf20-676,1000.0,77.737,,77.737,3.8876472382295915,1.011834537784363
ruf20-591,1000.0,21.584,,21.584,2.82074504910794,0.5049387251092269
ruf20-129,1000.0,22.063,,22.063,2.8353825275320514,0.5068527460344191
ruf20-606,1000.0,114.89,,114.89,4.141548826764183,1.3740935906049527
ruf20-224,1000.0,44.718,,44.718,3.3331422436666447,0.8572035960216503
ruf20-435,1000.0,100.382,,100.382,4.106309922622172,1.1432760830851763
ruf20-384,1000.0,195.086,,195.086,4.538684508287033,1.7904022739175876
ruf20-163,1000.0,156.039,,156.039,4.387934080272299,1.594904998314323
ruf20-726,1000.0,37.138,,37.138,3.081310626064961,0.9393866202203223
ruf20-159,1000.0,50.462,,50.462,3.568378499036055,0.7329609879928504
ruf20-367,1000.0,97.106,,97.106,4.088287054544577,1.0536375308715364
ruf20-251,1000.0,159.161,,159.161,4.321046262393297,1.7905964065687414
ruf20-941,1000.0,56.852,,56.852,3.6806644273125046,0.772734268895977
ruf20-287,1000.0,34.07,,34.07,3.056691089309019,0.8810991770543584
ruf20-651,1000.0,62.119,,62.119,3.6137668114708896,1.1020384085913972
ruf20-975,1000.0,49.741,,49.741,3.59133604958046,0.6860631596692411
ruf20-840,1000.0,33.632,,33.632,3.2145525833804274,0.6156604564852761
ruf20-509,1000.0,24.363,,24.363,2.9595732500319905,0.4642686878791193
ruf20-785,1000.0,107.293,,107.293,4.293308771647387,0.8738201635535913
ruf20-774,1000.0,274.496,,274.496,4.9366355319620485,1.7297282717257707
ruf20-952,1000.0,34.695,,34.695,3.189729497575622,0.6860333014107243
ruf20-547,1000.0,48.498,,48.498,3.456183396188858,0.9494278188011837
ruf20-946,1000.0,118.812,,118.812,4.108599344720611,1.4416274548308994
ruf20-138,1000.0,84.906,,84.906,3.9586451888071448,1.1003887041061449
ruf20-645,1000.0,171.872,,171.872,4.675273366362007,1.13141468042636
ruf20-753,1000.0,23.4,,23.4,2.903549396658803,0.5107657412021201
ruf20-572,1000.0,188.318,,188.318,4.565541993169934,1.62994092195588
ruf20-498,1000.0,41.472,,41.472,3.3358300635247984,0.7976835568564332
ruf20-162,1000.0,121.458,,121.458,4.348809212767188,1.1036547107329586
ruf20-609,1000.0,37.786,,37.786,3.3059834168180964,0.6468289874935091
ruf20-317,1000.0,150.451,,150.451,4.405515948980195,1.4492971784100126
ruf20-344,1000.0,80.095,,80.095,3.897005450428804,1.077959667385418
ruf20-979,1000.0,174.05,,174.05,4.540943655296366,1.4086962616505647
ruf20-795,1000.0,42.451,,42.451,3.376608896797639,0.7602995145910783
ruf20-806,1000.0,123.211,,123.211,4.082584160115766,1.7208657242450414
ruf20-725,1000.0,269.807,,269.807,4.739486349878157,2.111611770274781
ruf20-848,1000.0,212.354,,212.354,4.751556465432389,1.4729519319435367
ruf20-169,1000.0,136.063,,136.063,4.384980982887931,1.2713320831215595
ruf20-636,1000.0,77.574,,77.574,3.810508740079441,1.1583315176372244
ruf20-54,1000.0,28.585,,28.585,3.020035183914619,0.6394212422186947
ruf20-417,1000.0,253.115,,253.115,4.992632496591969,1.3320548177913545
ruf20-827,1000.0,62.699,,62.699,3.741389479976557,0.877192289759337
ruf20-845,1000.0,125.617,,125.617,4.354498571656956,1.0880802260887625
ruf20-514,1000.0,117.013,,117.013,4.160527607891556,1.3917716630826127
ruf20-233,1000.0,56.344,,56.344,3.5328409643772973,0.9388104409762447
ruf20-964,1000.0,41.836,,41.836,3.4189215388703187,0.6519525479926072
ruf20-319,1000.0,99.691,,99.691,4.118363196240733,1.096340446564569
ruf20-529,1000.0,76.885,,76.885,4.006976738518019,0.7548389675581889
ruf20-427,1000.0,96.131,,96.131,4.038773669831944,1.1446545460424007
ruf20-372,1000.0,67.349,,67.349,3.786309050847864,0.8860824554067938
ruf20-301,1000.0,85.889,,85.889,4.030893770790608,0.9134968434745061
ruf20-357,1000.0,89.03,,89.03,3.8922472387251776,1.2822375979714808
ruf20-539,1000.0,28.581,,28.581,3.1047529629064465,0.5073477667164653
ruf20-333,915.0,956.97,,3251.97,5.928978574878073,3.065788738147474
ruf20-46,1000.0,206.24,,206.24,4.763160003481012,1.3839171539516042
ruf20-824,1000.0,44.945,,44.945,3.4278261937415992,0.793155879766043
ruf20-910,1000.0,141.23,,141.23,4.296815927720751,1.5216179192569042
ruf20-378,1000.0,39.567,,39.567,3.3957547735898483,0.5722360588561186
ruf20-171,1000.0,73.26,,73.26,3.882813941034392,0.8849847412517059
ruf20-453,1000.0,287.0,,287.0,4.77644814664498,2.2041377633609054
ruf20-771,1000.0,90.189,,90.189,4.1500430596551,0.7889628050288124
ruf20-803,1000.0,51.969,,51.969,3.660956092310821,0.6359495711998411
ruf20-477,1000.0,20.557,,20.557,2.775432145997068,0.49996249497611267
ruf20-290,1000.0,28.265,,28.265,3.0062344456502017,0.6301309198727891
ruf20-137,997.0,387.667,,468.667,5.171186803131248,2.19729671235376
ruf20-649,1000.0,104.772,,104.772,4.2257398238547745,0.9992865076986429
ruf20-569,1000.0,79.823,,79.823,3.992526126798378,0.8690210362489799
ruf20-668,1000.0,46.28,,46.28,3.4671060611545865,0.7953391910788602
ruf20-678,1000.0,98.684,,98.684,4.122876534155092,1.0779120446694248
ruf20-316,1000.0,88.124,,88.124,4.06949125789256,0.9293443986819763
ruf20-747,1000.0,68.612,,68.612,3.802002489231004,0.9145344653857007
ruf20-504,1000.0,174.723,,174.723,4.711522743913607,1.1379288016268623
ruf20-821,1000.0,39.739,,39.739,3.2074020424836878,0.9270499734781362
ruf20-767,1000.0,41.422,,41.422,3.3538176255349073,0.746882636964933
ruf20-128,1000.0,29.602,,29.602,3.0351647662124,0.6980603943795416
ruf20-75,1000.0,144.744,,144.744,4.172742987091272,1.6797706440867912
ruf20-121,1000.0,30.363,,30.363,3.0563240356696117,0.6754224432153744
ruf20-993,1000.0,33.952,,33.952,3.2408884876780353,0.5696073707636146
ruf20-998,1000.0,169.381,,169.381,4.585496485386079,1.3199704279596023
ruf20-874,1000.0,57.49,,57.49,3.660501768332381,0.833088996595137
ruf20-593,1000.0,25.22,,25.22,2.945159472112886,0.5718067733512956
ruf20-926,1000.0,39.714,,39.714,3.385712625181783,0.5970949531394129
ruf20-215,1000.0,56.115,,56.115,3.382599918740679,1.2934311205798052
ruf20-571,1000.0,120.205,,120.205,4.320542056055763,1.0693559632980156
ruf20-500,1000.0,43.365,,43.365,3.4268344102211294,0.7413266756857175
ruf20-582,1000.0,111.374,,111.374,4.115721434266915,1.308200215523637
ruf20-433,1000.0,127.892,,127.892,4.311072859070696,1.2749620368549643
ruf20-377,1000.0,176.073,,176.073,4.449289986301931,1.6497570228310312
ruf20-101,1000.0,30.104,,30.104,3.106972237196593,0.5922599108792321
ruf20-328,1000.0,107.886,,107.886,4.1864555046310645,1.1148561427170658
ruf20-940,1000.0,157.188,,157.188,4.575540520673464,1.1355576864647454
ruf20-954,1000.0,28.967,,28.967,3.078434998373371,0.5768426867519595
ruf20-488,1000.0,29.763,,29.763,3.1663731863856728,0.47278912126914524
ruf20-45,1000.0,64.236,,64.236,3.670255452504694,1.0465378357860362
ruf20-358,997.0,402.18,,483.18,5.108752120479396,2.250963357782516
ruf20-445,1000.0,29.261,,29.261,3.0533090499527233,0.6521026740481841
ruf20-644,1000.0,107.944,,107.944,4.241307662557727,1.0083096231741853
