inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf20-551,1000.0,52.52,3000,52.52,3.5155998717097,0.9363885304046646
ruf20-73,1000.0,194.329,3000,194.329,4.614461722926677,1.4973275384100293
ruf20-368,1000.0,174.001,3000,174.001,4.4608566211223,1.6486702767155228
ruf20-165,1000.0,34.334,3000,34.334,3.1286012230798708,0.7357321427251418
ruf20-713,1000.0,54.794,3000,54.794,3.367685964159237,1.0851626884553582
ruf20-843,956.0,824.385,3000,2012.385,5.8361277845527635,2.7538486362945735
ruf20-343,1000.0,171.548,3000,171.548,4.538623993337873,1.3435571362026442
ruf20-923,1000.0,96.903,3000,96.903,3.9728736666094027,1.1104898300870552
ruf20-957,1000.0,125.5,3000,125.5,4.145950516824693,1.3381650026205032
ruf20-918,1000.0,285.787,3000,285.787,4.843933904004157,2.0890851658154066
ruf20-409,1000.0,24.634,3000,24.634,2.802806749126537,0.6996208692983922
ruf20-231,1000.0,36.293,3000,36.293,3.109780195029773,0.929461097604009
ruf20-825,1000.0,86.586,3000,86.586,3.846178118616601,1.2075609118180013
ruf20-743,1000.0,157.989,3000,157.989,4.243958622693461,1.8735475653055635
ruf20-31,1000.0,205.561,3000,205.561,4.310712672929462,2.3655892182208973
ruf20-416,1000.0,24.847,3000,24.847,2.9339836675475848,0.5350787689090972
ruf20-618,994.0,431.426,3000,593.426,5.2885596191109805,2.093092997348495
ruf20-766,1000.0,135.89,3000,135.89,4.302388004980347,1.3397744367787707
ruf20-13,1000.0,51.509,3000,51.509,3.435906127920942,1.0399594835147017
ruf20-67,1000.0,136.439,3000,136.439,4.206855098937097,1.5877921857983466
ruf20-575,1000.0,55.685,3000,55.685,3.4339607338021145,1.1348165346929198
ruf20-995,1000.0,170.527,3000,170.527,4.453400687343616,1.6443483246583621
ruf20-310,1000.0,99.929,3000,99.929,3.9991046453630834,1.3334641877208842
ruf20-671,1000.0,47.293,3000,47.293,3.4456713236768506,0.8008549333177017
ruf20-44,1000.0,113.4,3000,113.4,4.146604978414792,1.2424435380596794
ruf20-515,1000.0,57.544,3000,57.544,3.3451231482893404,1.2460607511238695
ruf20-152,1000.0,24.735,3000,24.735,2.941117473965369,0.5194787845668317
ruf20-66,1000.0,282.552,3000,282.552,4.841682546082471,2.1358947851519083
ruf20-265,1000.0,155.993,3000,155.993,4.361190673213846,1.6075728081941
ruf20-245,997.0,347.741,3000,428.741,4.89725442918305,2.566068728951537
ruf20-53,1000.0,18.308,3000,18.308,2.596724226252188,0.550647421956021
ruf20-881,1000.0,46.957,3000,46.957,3.424542648985483,0.9049930760833839
ruf20-23,1000.0,207.907,3000,207.907,4.727486266977781,1.510473274076474
ruf20-523,1000.0,259.522,3000,259.522,4.72230539160514,1.9759722252489034
ruf20-72,1000.0,62.361,3000,62.361,3.7042014701260264,0.8805389117574353
ruf20-302,896.0,1061.791,3000,3869.791,6.173962424561993,2.62381124899995
ruf20-822,1000.0,38.585,3000,38.585,3.2686893732474855,0.7615003085733176
