inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf50-835,1000.0,218.703,3000,218.703,5.109487744619758,0.571324673961147
ruf50-366,999.0,425.117,3000,452.117,5.642615025046602,0.8977241396688519
ruf50-816,999.0,324.862,3000,351.862,5.359001246654331,0.8712059787183517
ruf50-877,988.0,782.763,3000,1106.763,6.244250080539117,1.0217535699949833
ruf50-776,1000.0,377.636,3000,377.636,5.517857427961917,0.947230206472801
ruf50-487,1000.0,166.934,3000,166.934,4.807114954525393,0.6231076662104997
ruf50-766,750.0,1546.535,3000,8296.535,6.908812486183135,1.2881017051056367
ruf50-995,1000.0,224.762,3000,224.762,5.018742594728248,0.8036352360200664
ruf50-127,993.0,458.251,3000,647.251,5.624075783046768,1.034754092368821
ruf50-736,910.0,1089.99,3000,3519.99,6.491573621244389,1.329239760399367
ruf50-404,1000.0,347.489,3000,347.489,5.498811649748887,0.7668592221813816
ruf50-342,1000.0,375.566,3000,375.566,5.512684561927893,0.9264215307315181
ruf50-591,931.0,967.675,3000,2830.675,6.372588296089234,1.2414544598960358
ruf50-359,1000.0,316.965,3000,316.965,5.468892123891162,0.6251985829168875
ruf50-917,985.0,669.169,3000,1074.169,6.028365164917071,1.1423168684170106
ruf50-386,1000.0,171.138,3000,171.138,4.803671930670789,0.66450414803996
ruf50-285,997.0,411.7,3000,492.7,5.393904587605611,1.320368607911698
ruf50-867,1000.0,356.183,3000,356.183,5.485525531213357,0.8536336119771476
ruf50-672,1000.0,231.663,3000,231.663,5.154510074696857,0.6169905959445636
ruf50-728,995.0,493.43,3000,628.43,5.739517036388601,0.9936539591306525
ruf50-45,1000.0,158.301,3000,158.301,4.757312674420599,0.6028922874734239
ruf50-465,1000.0,245.911,3000,245.911,5.16014469186029,0.7290876572845472
ruf50-488,920.0,1071.505,3000,3231.505,6.539197177080822,1.0870368501461483
ruf50-282,394.0,2276.421,3000,18638.421,7.405949094450282,1.2509778609873554
ruf50-722,950.0,987.188,3000,2337.188,6.429906516897125,1.1642166022891371
ruf50-996,999.0,432.042,3000,459.042,5.713078016187011,0.7707432176954645
ruf50-417,999.0,432.708,3000,459.708,5.757385022269878,0.686187118074822
ruf50-372,969.0,761.683,3000,1598.683,6.109106675067356,1.2149546104088864
ruf50-318,1000.0,250.578,3000,250.578,5.154694446359172,0.7127781048213025
ruf50-140,978.0,725.261,3000,1319.261,6.17691244853256,0.911659012460477
ruf50-32,1000.0,294.335,3000,294.335,5.402338549622294,0.5984522988216947
ruf50-584,879.0,1233.798,3000,4500.798,6.684170688883499,1.1330289557556297
ruf50-868,1000.0,96.586,3000,96.586,4.358060804016389,0.4377537037419064
ruf50-254,967.0,901.778,3000,1792.778,6.396918341861762,1.0016280037151466
ruf50-408,1000.0,258.772,3000,258.772,5.264618730624595,0.6077870615946049
ruf50-947,997.0,427.646,3000,508.646,5.623992618792798,0.8781426876529002
ruf50-912,1000.0,395.851,3000,395.851,5.575745811697729,0.9031910384136328
ruf50-906,979.0,784.308,3000,1351.308,6.2401304069605725,1.0116067949202847
ruf50-726,910.0,1174.811,3000,3604.811,6.664806220076052,1.038242471940461
ruf50-650,1000.0,305.432,3000,305.432,5.305197371616586,0.8764971927130518
ruf50-561,1000.0,183.983,3000,183.983,4.846544669869612,0.6796210154344138
ruf50-622,1000.0,95.553,3000,95.553,4.161455795371195,0.6371188466866495
ruf50-944,983.0,756.646,3000,1215.646,6.276383562363981,0.7883309253211529
ruf50-661,825.0,1408.269,3000,6133.269,6.820246352289954,1.1867869147870558
ruf50-468,1000.0,471.644,3000,471.644,5.692347721333065,1.0445516246136435
ruf50-576,1000.0,130.184,3000,130.184,4.653952311613374,0.4423691955421056
ruf50-717,999.0,459.725,3000,486.725,5.753894326395266,0.8288206281317333
ruf50-470,1000.0,416.415,3000,416.415,5.659795818975673,0.8690732124499667
ruf50-166,972.0,797.447,3000,1553.447,6.260868452512049,0.9536456575220549
ruf50-255,997.0,360.191,3000,441.191,5.39244987140557,0.9922885553044629
ruf50-716,1000.0,320.42,3000,320.42,5.374781874557222,0.8631876583028523
ruf50-420,678.0,1637.733,3000,10331.733,6.927364568611556,1.3683285994324865
ruf50-823,956.0,860.886,3000,2048.886,6.174937973593835,1.4466608441062676
ruf50-545,1000.0,188.831,3000,188.831,4.902235735865486,0.690185574581065
ruf50-702,991.0,603.817,3000,846.817,5.952048545655669,1.00369507003022
ruf50-821,1000.0,305.432,3000,305.432,5.353678520875272,0.776302465114055
ruf50-245,734.0,1532.982,3000,8714.982,6.811216319992773,1.5490069498999512
ruf50-854,999.0,466.989,3000,493.989,5.689394238493503,1.0552947178433418
ruf50-418,1000.0,242.791,3000,242.791,5.127701800635064,0.7893722976482045
ruf50-665,1000.0,336.482,3000,336.482,5.3599002950229595,0.9271912449077251
ruf50-934,998.0,510.347,3000,564.347,5.885996508228769,0.7592045493548211
ruf50-541,943.0,967.803,3000,2506.803,6.421893642123267,1.0885255594922116
ruf50-56,1000.0,197.429,3000,197.429,4.905684925105575,0.7527820569157154
ruf50-942,999.0,342.005,3000,369.005,5.5072954246791825,0.7101539699725313
ruf50-975,1000.0,136.176,3000,136.176,4.662656092193347,0.5104721844152796
ruf50-986,1000.0,218.188,3000,218.188,5.067639493756126,0.6690977984580203
ruf50-674,1000.0,225.866,3000,225.866,5.116646523429194,0.6259865717217362
ruf50-562,993.0,502.706,3000,691.706,5.7098813619463495,1.0675254875506728
ruf50-467,1000.0,165.421,3000,165.421,4.769714899645264,0.673419417674149
ruf50-715,1000.0,155.729,3000,155.729,4.777750198799887,0.530190870966237
ruf50-735,1000.0,296.388,3000,296.388,5.334737398227657,0.7579322935549856
ruf50-595,1000.0,282.773,3000,282.773,5.27286077511989,0.7727505452254506
ruf50-109,1000.0,190.645,3000,190.645,4.973608697865905,0.5919887596494757
ruf50-649,1000.0,300.529,3000,300.529,5.359964028558555,0.7366340685492222
ruf50-782,1000.0,214.234,3000,214.234,4.996628141708789,0.7563437589579448
ruf50-953,971.0,675.792,3000,1458.792,5.804196671893814,1.649058249677369
ruf50-217,1000.0,201.517,3000,201.517,4.999440716091735,0.6317159515871893
ruf50-534,915.0,1005.343,3000,3300.343,6.357482174772106,1.3509140997358433
ruf50-335,1000.0,193.818,3000,193.818,5.013437125660519,0.5302628774533816
ruf50-34,1000.0,205.975,3000,205.975,4.7999782041402,0.9465372183255972
ruf50-150,999.0,302.113,3000,329.113,5.269225674965101,0.9617280757774997
ruf50-642,1000.0,356.356,3000,356.356,5.524227404190461,0.7762448686907243
ruf50-292,987.0,759.594,3000,1110.594,6.197993089438218,1.056180729669306
ruf50-405,999.0,412.698,3000,439.698,5.4819033696034305,1.1970337310788925
ruf50-758,1000.0,178.364,3000,178.364,4.853161445146533,0.6934898786466153
ruf50-162,996.0,641.882,3000,749.882,6.06900715705201,0.895683200610634
ruf50-266,1000.0,94.74,3000,94.74,4.316466524885309,0.4442989232046905
ruf50-200,1000.0,237.709,3000,237.709,5.086644407634632,0.7889210861492778
ruf50-68,1000.0,179.747,3000,179.747,4.884500154935418,0.6366757812075241
ruf50-713,920.0,1060.741,3000,3220.741,6.4609107613623316,1.3305477188437174
ruf50-669,552.0,1967.751,3000,14063.751,7.1777622678385296,1.3576615978698714
ruf50-794,560.0,1944.762,3000,13824.762,7.175073383374651,1.2937174998148924
ruf50-384,843.0,1364.516,3000,5603.516,6.786759313102499,1.1636878971613356
ruf50-935,1000.0,349.957,3000,349.957,5.499350810443614,0.7881942660580322
ruf50-750,983.0,666.173,3000,1125.173,6.008641227585059,1.1442909751827879
ruf50-374,1000.0,172.635,3000,172.635,4.890704230504414,0.5421338948878287
ruf50-425,1000.0,135.31,3000,135.31,4.654543288715234,0.5100228675187716
ruf50-859,1000.0,213.12,3000,213.12,4.900310578776136,0.8852924146663953
